order_id,order_date,customer_id,region,channel,category,unit_price,quantity,discount,revenue,returned,delivery_days
ORD-00790,2025-10-03,CUST-0523,Midwest,Web,Home,45.35,2,0.15,77.09,0,3
ORD-00791,2025-01-07,CUST-0335,Midwest,Web,Electronics,137.90,1,0.00,137.90,0,3
ORD-00792,2025-02-28,CUST-0073,West,Mobile,Home,59.31,1,0.00,59.31,0,3
ORD-00793,2025-04-02,CUST-0147,Northeast,Store,Electronics,154.74,2,0.30,216.63,0,3
ORD-00794,2025-04-11,CUST-0762,Midwest,Mobile,Home,44.58,1,0.30,31.20,0,5
ORD-00795,2025-03-22,CUST-0688,West,Store,Outdoors,108.15,2,0.10,194.67,0,5
ORD-00796,2025-07-30,CUST-0597,Northeast,Mobile,Apparel,16.19,2,0.15,27.52,0,1
ORD-00797,2025-07-26,CUST-0589,West,Web,Outdoors,19.81,1,0.10,17.82,0,3
ORD-00798,2025-03-13,CUST-0764,South,Web,Apparel,45.05,1,0.10,40.55,0,4
ORD-00799,2025-09-28,CUST-0433,West,Mobile,Outdoors,89.32,3,0.00,267.96,0,4
ORD-00800,2025-11-21,CUST-0349,Midwest,Store,Electronics,178.24,1,0.05,169.32,0,2
ORD-00801,2025-04-28,CUST-0895,West,Mobile,Apparel,28.33,2,0.10,51.00,0,4
ORD-00802,2025-01-10,CUST-0375,Midwest,Web,Electronics,145.29,1,0.10,130.76,0,2
ORD-00803,2025-07-15,CUST-0807,Northeast,Mobile,Outdoors,34.36,1,0.00,34.36,0,4
ORD-00804,2025-12-09,CUST-0830,West,Web,Outdoors,97.90,2,0.10,176.22,1,10
ORD-00805,2025-01-16,CUST-0399,Midwest,Web,Electronics,197.78,2,0.15,336.23,0,4
ORD-00806,2025-03-02,CUST-0894,Midwest,Mobile,Outdoors,92.67,1,0.10,83.40,0,4
ORD-00807,2025-10-08,CUST-0810,Northeast,Web,Outdoors,77.87,1,0.00,77.87,0,7
ORD-00808,2025-09-01,CUST-0681,South,Web,Outdoors,96.52,5,0.00,482.59,0,7
ORD-00809,2025-06-28,CUST-0736,West,Web,Outdoors,66.39,1,0.00,66.39,0,5
ORD-00810,2025-07-07,CUST-0639,Northeast,Mobile,Electronics,198.38,2,0.00,396.75,0,2
ORD-00811,2025-08-13,CUST-0328,Midwest,Mobile,Outdoors,76.64,2,0.05,145.62,0,2
ORD-00812,2025-04-14,CUST-0483,Northeast,Mobile,Electronics,131.07,2,0.00,262.13,0,3
ORD-00813,2025-08-28,CUST-0103,West,Store,Outdoors,70.77,1,0.05,67.23,0,1
ORD-00814,2025-11-17,CUST-0806,Northeast,Mobile,Electronics,110.46,1,0.10,99.41,0,4
ORD-00815,2025-03-25,CUST-0168,South,Store,Outdoors,75.00,2,0.30,105.00,0,3
ORD-00816,2025-06-16,CUST-0094,Midwest,Store,Electronics,168.60,2,0.05,320.35,0,4
ORD-00817,2025-07-15,CUST-0237,South,Store,Electronics,131.14,1,0.10,118.02,0,5
ORD-00818,2025-02-20,CUST-0450,West,Mobile,Outdoors,103.87,3,0.00,311.61,0,8
ORD-00819,2025-08-10,CUST-0657,West,Web,Electronics,190.47,1,0.00,190.47,0,5
ORD-00820,2025-03-13,CUST-0266,Midwest,Web,Beauty,30.08,4,0.05,114.31,0,3
ORD-00821,2025-08-31,CUST-0366,Northeast,Mobile,Apparel,45.53,4,0.05,173.01,0,5
ORD-00822,2025-11-20,CUST-0851,Northeast,Mobile,Outdoors,138.40,1,0.00,138.40,0,4
ORD-00823,2025-12-16,CUST-0158,Northeast,Web,Beauty,31.79,4,0.10,114.46,0,5
ORD-00824,2025-04-03,CUST-0686,South,Store,Apparel,55.49,1,0.00,55.49,0,2
ORD-00825,2025-12-22,CUST-0558,Midwest,Web,Outdoors,103.01,1,0.00,103.01,0,5
ORD-00826,2025-03-03,CUST-0115,South,Store,Apparel,55.14,1,0.00,55.14,0,2
ORD-00827,2025-01-31,CUST-0560,Midwest,Store,Apparel,51.99,2,0.05,98.77,0,1
ORD-00828,2025-03-27,CUST-0627,Midwest,Mobile,Beauty,31.01,3,0.00,93.03,0,2
ORD-00829,2025-09-09,CUST-0453,Midwest,Mobile,Home,38.30,2,0.20,61.28,0,5
ORD-00830,2025-04-06,CUST-0331,West,Store,Electronics,132.52,2,0.30,185.53,0,5
ORD-00831,2025-11-09,CUST-0246,Northeast,Mobile,Outdoors,97.03,3,0.15,247.43,0,6
ORD-00832,2025-07-28,CUST-0475,Midwest,Web,Beauty,36.87,2,0.10,66.36,0,5
ORD-00833,2025-11-14,CUST-0837,Midwest,Web,Apparel,52.69,1,0.05,50.06,0,3
ORD-00834,2025-10-08,CUST-0143,Midwest,Mobile,Home,68.04,2,0.15,115.67,0,5
ORD-00835,2025-05-10,CUST-0222,Northeast,Mobile,Electronics,46.87,1,0.00,46.87,0,4
ORD-00836,2025-10-14,CUST-0871,Midwest,Mobile,Electronics,100.38,3,0.00,301.15,0,8
ORD-00837,2025-03-02,CUST-0047,Northeast,Mobile,Beauty,26.56,3,0.15,67.73,0,4
ORD-00838,2025-07-29,CUST-0092,Midwest,Web,Apparel,39.32,3,0.20,94.37,0,4
ORD-00839,2025-09-24,CUST-0844,South,Web,Home,59.25,2,0.20,94.80,0,7
ORD-00840,2025-03-03,CUST-0558,South,Web,Electronics,143.07,3,0.10,386.28,0,4
ORD-00841,2025-07-06,CUST-0255,Midwest,Mobile,Apparel,43.56,1,0.15,37.03,0,1
ORD-00842,2025-03-03,CUST-0135,Northeast,Mobile,Home,72.51,4,0.20,232.02,0,4
ORD-00843,2025-11-08,CUST-0666,South,Mobile,Beauty,30.98,2,0.10,55.76,0,4
ORD-00844,2025-04-11,CUST-0517,Northeast,Store,Outdoors,94.63,1,0.00,94.63,0,1
ORD-00845,2025-11-28,CUST-0074,South,Web,Outdoors,143.94,1,0.15,122.35,0,6
ORD-00846,2025-10-13,CUST-0541,South,Store,Beauty,34.84,5,0.30,121.96,0,1
ORD-00847,2025-08-08,CUST-0636,South,Mobile,Electronics,104.25,2,0.15,177.23,0,5
ORD-00848,2025-04-11,CUST-0533,West,Web,Apparel,49.05,2,0.00,98.11,0,2
ORD-00849,2025-01-27,CUST-0852,West,Web,Electronics,102.57,1,0.15,87.18,0,5
ORD-00850,2025-01-24,CUST-0784,South,Mobile,Apparel,58.10,1,0.10,52.29,0,2
ORD-00851,2025-01-04,CUST-0664,South,Web,Home,57.53,1,0.05,54.65,0,6
ORD-00852,2025-02-12,CUST-0264,West,Mobile,Apparel,64.03,1,0.10,57.63,0,5
ORD-00853,2025-09-09,CUST-0790,South,Web,Apparel,41.00,1,0.20,32.80,0,4
ORD-00854,2025-12-26,CUST-0674,West,Web,Electronics,108.17,3,0.15,275.82,0,3
ORD-00855,2025-10-23,CUST-0091,West,Mobile,Apparel,51.50,3,0.15,131.33,0,1
ORD-00856,2025-12-23,CUST-0282,West,Mobile,Apparel,70.95,1,0.05,67.40,0,4
ORD-00857,2025-05-13,CUST-0700,West,Web,Beauty,51.28,5,0.10,230.78,0,2
ORD-00858,2025-06-22,CUST-0742,South,Web,Electronics,208.28,2,0.05,395.73,0,3
ORD-00859,2025-12-08,CUST-0841,Northeast,Mobile,Apparel,50.01,1,0.00,50.01,0,6
ORD-00860,2025-12-11,CUST-0172,Northeast,Web,Electronics,67.97,2,0.00,135.93,0,4
ORD-00861,2025-12-03,CUST-0587,West,Web,Electronics,179.08,3,0.15,456.66,0,4
ORD-00862,2025-05-07,CUST-0584,Northeast,Web,Home,67.22,1,0.00,67.22,0,3
ORD-00863,2025-09-03,CUST-0712,Northeast,Web,Outdoors,100.97,2,0.15,171.65,1,6
ORD-00864,2025-05-28,CUST-0896,Northeast,Web,Apparel,26.05,1,0.15,22.14,0,4
ORD-00865,2025-06-12,CUST-0552,West,Web,Apparel,44.16,3,0.15,112.61,0,3
ORD-00866,2025-05-13,CUST-0134,Midwest,Store,Electronics,149.33,2,0.00,298.66,0,1
ORD-00867,2025-08-14,CUST-0257,Northeast,Web,Apparel,38.68,3,0.00,116.04,0,2
ORD-00868,2025-12-16,CUST-0286,South,Mobile,Electronics,99.13,1,0.00,99.13,0,5
ORD-00869,2025-02-27,CUST-0210,Northeast,Web,Electronics,166.47,1,0.10,149.82,0,4
ORD-00870,2025-04-15,CUST-0893,South,Mobile,Home,67.57,1,0.05,64.20,0,3
ORD-00871,2025-08-19,CUST-0463,Northeast,Web,Outdoors,154.63,1,0.00,154.63,0,3
ORD-00872,2025-01-23,CUST-0597,Northeast,Mobile,Beauty,34.07,1,0.10,30.66,0,6
ORD-00873,2025-05-22,CUST-0070,Midwest,Mobile,Beauty,38.19,4,0.00,152.77,0,2
ORD-00874,2025-03-30,CUST-0014,Midwest,Store,Home,47.71,2,0.00,95.42,0,3
ORD-00875,2025-10-15,CUST-0268,Midwest,Mobile,Beauty,29.51,2,0.20,47.22,0,5
ORD-00876,2025-05-09,CUST-0791,Midwest,Store,Beauty,11.60,4,0.00,46.42,0,4
ORD-00877,2025-01-29,CUST-0197,West,Mobile,Electronics,124.89,1,0.05,118.65,0,6
ORD-00878,2025-04-10,CUST-0568,Midwest,Mobile,Electronics,111.08,2,0.10,199.95,0,5
ORD-00879,2025-07-22,CUST-0815,Midwest,Web,Electronics,191.62,3,0.30,402.40,0,3
ORD-00880,2025-07-14,CUST-0340,South,Web,Home,59.53,2,0.15,101.21,0,2
ORD-00881,2025-06-26,CUST-0702,West,Web,Apparel,18.76,3,0.30,39.39,0,4
ORD-00882,2025-10-03,CUST-0708,West,Web,Outdoors,100.86,2,0.10,181.56,0,1
ORD-00883,2025-07-03,CUST-0343,Midwest,Web,Beauty,30.40,3,0.15,77.51,0,5
ORD-00884,2025-01-21,CUST-0265,Northeast,Mobile,Electronics,176.79,1,0.15,150.27,0,6
ORD-00885,2025-11-10,CUST-0684,Midwest,Store,Apparel,55.10,1,0.20,44.08,0,1
ORD-00886,2025-01-15,CUST-0355,Northeast,Store,Outdoors,74.01,1,0.05,70.31,0,2
ORD-00887,2025-11-23,CUST-0279,West,Web,Outdoors,138.54,2,0.30,193.96,0,4
ORD-00888,2025-05-31,CUST-0079,South,Web,Home,57.53,2,0.05,109.30,0,4
ORD-00889,2025-10-01,CUST-0380,Midwest,Store,Outdoors,108.18,5,0.20,432.71,0,1
ORD-00890,2025-07-11,CUST-0117,Midwest,Web,Apparel,45.83,3,0.00,137.50,0,2
ORD-00891,2025-11-06,CUST-0047,Midwest,Web,Home,65.12,3,0.05,185.59,0,6
ORD-00892,2025-10-14,CUST-0642,Northeast,Web,Electronics,131.72,1,0.10,118.55,0,2
ORD-00893,2025-03-23,CUST-0824,South,Store,Apparel,33.27,2,0.05,63.21,0,2
ORD-00894,2025-05-07,CUST-0079,Midwest,Web,Beauty,40.54,1,0.15,34.46,0,3
ORD-00895,2025-06-30,CUST-0230,West,Web,Apparel,50.60,1,0.20,40.48,0,2
ORD-00896,2025-12-06,CUST-0840,Midwest,Web,Electronics,121.12,1,0.30,84.78,1,4
ORD-00897,2025-09-02,CUST-0602,Northeast,Web,Electronics,222.37,2,0.20,355.79,0,4
ORD-00898,2025-06-12,CUST-0879,West,Web,Apparel,76.09,1,0.30,53.26,0,6
ORD-00899,2025-01-26,CUST-0768,South,Store,Apparel,64.54,2,0.20,103.27,1,2
ORD-00900,2025-07-30,CUST-0665,West,Mobile,Electronics,167.18,1,0.15,142.11,0,4
ORD-00901,2025-12-03,CUST-0719,Midwest,Web,Outdoors,51.77,2,0.30,72.48,0,6
ORD-00902,2025-02-23,CUST-0276,West,Web,Outdoors,49.57,1,0.15,42.13,0,5
ORD-00903,2025-01-08,CUST-0587,Midwest,Store,Beauty,36.22,1,0.10,32.59,0,1
ORD-00904,2025-11-11,CUST-0684,West,Web,Electronics,174.16,1,0.30,121.91,0,3
ORD-00905,2025-07-28,CUST-0290,Midwest,Web,Apparel,33.44,2,0.00,66.87,0,6
ORD-00906,2025-06-13,CUST-0584,West,Web,Electronics,66.94,1,0.30,46.86,0,4
ORD-00907,2025-07-04,CUST-0126,South,Mobile,Beauty,38.06,1,0.20,30.45,0,4
ORD-00908,2025-11-21,CUST-0857,South,Mobile,Apparel,36.81,2,0.30,51.54,0,2
ORD-00909,2025-05-02,CUST-0459,Northeast,Mobile,Apparel,31.35,2,0.05,59.57,0,7
ORD-00910,2025-04-25,CUST-0709,South,Mobile,Home,51.55,2,0.10,92.79,0,4
ORD-00911,2025-11-09,CUST-0270,Northeast,Mobile,Outdoors,65.01,1,0.10,58.51,0,6
ORD-00912,2025-03-01,CUST-0393,South,Mobile,Outdoors,97.09,3,0.10,262.13,0,4
ORD-00913,2025-09-13,CUST-0679,Midwest,Store,Outdoors,92.75,4,0.00,370.99,0,1
ORD-00914,2025-08-31,CUST-0318,South,Store,Electronics,119.72,3,0.10,323.23,0,1
ORD-00915,2025-02-06,CUST-0673,Midwest,Web,Apparel,42.10,3,0.15,107.34,0,3
ORD-00916,2025-06-21,CUST-0592,Northeast,Web,Electronics,170.70,3,0.00,512.11,0,2
ORD-00917,2025-01-04,CUST-0208,South,Web,Apparel,41.75,4,0.10,150.30,0,1
ORD-00918,2025-12-20,CUST-0774,Midwest,Web,Electronics,122.72,2,0.05,233.17,0,5
ORD-00919,2025-08-13,CUST-0282,West,Web,Electronics,169.79,1,0.00,169.79,0,3
ORD-00920,2025-03-12,CUST-0180,Northeast,Store,Apparel,41.31,2,0.10,74.36,0,1
ORD-00921,2025-03-26,CUST-0512,West,Web,Home,71.69,3,0.20,172.05,0,3
ORD-00922,2025-05-17,CUST-0028,South,Web,Home,63.23,2,0.20,101.18,0,2
ORD-00923,2025-06-06,CUST-0732,West,Store,Beauty,32.54,3,0.30,68.34,0,3
ORD-00924,2025-01-11,CUST-0316,Northeast,Web,Electronics,209.05,3,0.20,501.72,0,3
ORD-00925,2025-01-24,CUST-0130,South,Web,Apparel,31.51,1,0.15,26.78,0,5
ORD-00926,2025-06-26,CUST-0356,West,Mobile,Apparel,48.45,1,0.15,41.19,0,6
ORD-00927,2025-06-12,CUST-0287,Midwest,Store,Home,50.98,2,0.00,101.97,0,3
ORD-00928,2025-04-09,CUST-0880,Midwest,Web,Home,43.49,2,0.00,86.98,0,1
ORD-00929,2025-12-29,CUST-0179,Midwest,Store,Outdoors,115.20,1,0.10,103.68,0,1
ORD-00930,2025-04-06,CUST-0335,West,Mobile,Electronics,177.43,2,0.15,301.64,0,6
ORD-00931,2025-12-11,CUST-0654,Midwest,Web,Apparel,25.92,1,0.10,23.33,0,6
ORD-00932,2025-11-30,CUST-0668,West,Web,Home,62.07,2,0.05,117.93,0,4
ORD-00933,2025-02-09,CUST-0561,West,Web,Home,77.71,4,0.00,310.84,0,2
ORD-00934,2025-08-06,CUST-0528,Northeast,Mobile,Home,75.40,2,0.10,135.72,0,4
ORD-00935,2025-12-04,CUST-0070,South,Store,Home,87.62,1,0.30,61.34,0,1
ORD-00936,2025-02-15,CUST-0362,Northeast,Store,Electronics,223.40,2,0.20,357.44,0,1
ORD-00937,2025-01-26,CUST-0689,West,Mobile,Beauty,18.65,1,0.00,18.65,0,1
ORD-00938,2025-03-17,CUST-0275,West,Mobile,Beauty,28.87,3,0.00,86.61,0,4
ORD-00939,2025-03-08,CUST-0832,Midwest,Web,Home,67.53,1,0.20,54.03,0,6
ORD-00940,2025-06-06,CUST-0790,South,Web,Beauty,30.13,4,0.00,120.50,0,5
ORD-00941,2025-03-21,CUST-0213,Midwest,Mobile,Beauty,32.07,1,0.20,25.65,0,6
ORD-00942,2025-11-28,CUST-0110,West,Mobile,Beauty,27.09,4,0.10,97.52,0,6
ORD-00943,2025-03-21,CUST-0566,Midwest,Store,Apparel,40.68,4,0.05,154.59,0,1
ORD-00944,2025-02-12,CUST-0330,Northeast,Web,Outdoors,86.72,2,0.15,147.42,0,6
ORD-00945,2025-11-20,CUST-0284,Northeast,Store,Outdoors,88.34,1,0.10,79.50,0,1
ORD-00946,2025-05-05,CUST-0026,West,Store,Outdoors,85.39,1,0.10,76.85,0,4
ORD-00947,2025-02-07,CUST-0870,Midwest,Store,Apparel,51.36,3,0.20,123.26,0,1
ORD-00948,2025-10-17,CUST-0699,Midwest,Web,Outdoors,65.48,1,0.00,65.48,0,7
ORD-00949,2025-11-12,CUST-0120,Midwest,Web,Outdoors,84.23,1,0.05,80.01,0,4
ORD-00950,2025-05-05,CUST-0262,West,Mobile,Electronics,203.10,1,0.15,172.64,0,2
ORD-00951,2025-05-05,CUST-0271,West,Store,Home,44.78,4,0.00,179.11,0,1
ORD-00952,2025-12-23,CUST-0102,Midwest,Mobile,Home,55.45,2,0.00,110.91,0,4
ORD-00953,2025-05-26,CUST-0853,South,Store,Outdoors,33.29,1,0.10,29.96,0,4
ORD-00954,2025-07-05,CUST-0409,Northeast,Web,Beauty,42.15,1,0.00,42.15,1,4
ORD-00955,2025-11-17,CUST-0881,South,Mobile,Beauty,31.03,4,0.00,124.11,0,4
ORD-00956,2025-05-26,CUST-0861,South,Mobile,Home,69.05,3,0.05,196.79,0,7
ORD-00957,2025-02-22,CUST-0618,Midwest,Store,Beauty,40.02,1,0.20,32.02,0,2
ORD-00958,2025-05-08,CUST-0755,Northeast,Web,Home,80.82,1,0.10,72.74,0,5
ORD-00959,2025-03-06,CUST-0361,South,Mobile,Apparel,33.46,5,0.00,167.31,0,4
ORD-00960,2025-09-28,CUST-0573,West,Mobile,Beauty,22.51,5,0.10,101.30,0,6
ORD-00961,2025-12-28,CUST-0595,West,Mobile,Electronics,75.40,3,0.10,203.59,0,2
ORD-00962,2025-05-29,CUST-0541,Midwest,Mobile,Outdoors,73.36,1,0.00,73.36,0,6
ORD-00963,2025-11-29,CUST-0597,South,Web,Outdoors,74.99,3,0.15,191.21,0,1
ORD-00964,2025-06-06,CUST-0646,Midwest,Web,Apparel,56.09,1,0.00,56.09,0,6
ORD-00965,2025-01-02,CUST-0806,Northeast,Mobile,Home,55.25,3,0.05,157.46,0,3
ORD-00966,2025-04-07,CUST-0103,West,Web,Home,21.44,2,0.30,30.01,0,7
ORD-00967,2025-08-18,CUST-0689,Midwest,Web,Apparel,60.43,3,0.10,163.16,0,3
ORD-00968,2025-06-20,CUST-0273,Midwest,Web,Apparel,46.13,2,0.00,92.26,0,3
ORD-00969,2025-05-24,CUST-0069,Midwest,Mobile,Beauty,31.41,3,0.05,89.52,0,6
ORD-00970,2025-10-09,CUST-0302,Northeast,Mobile,Beauty,18.41,1,0.00,18.41,0,3
ORD-00971,2025-02-21,CUST-0014,Midwest,Mobile,Apparel,44.41,5,0.05,210.94,0,4
ORD-00972,2025-05-24,CUST-0034,Midwest,Store,Outdoors,91.22,1,0.05,86.66,0,1
ORD-00973,2025-02-10,CUST-0177,South,Mobile,Apparel,58.14,2,0.20,93.02,1,7
ORD-00974,2025-03-05,CUST-0422,Northeast,Mobile,Outdoors,81.12,1,0.10,73.01,0,2
ORD-00975,2025-05-11,CUST-0006,Northeast,Mobile,Home,57.98,2,0.15,98.57,0,5
ORD-00976,2025-05-31,CUST-0623,West,Web,Electronics,181.86,2,0.10,327.35,1,7
ORD-00977,2025-02-20,CUST-0048,Midwest,Web,Home,62.66,1,0.00,62.66,0,4
ORD-00978,2025-09-22,CUST-0421,Northeast,Store,Electronics,138.51,2,0.15,235.47,0,2
ORD-00979,2025-02-16,CUST-0784,West,Store,Outdoors,70.30,1,0.05,66.78,0,1
ORD-00980,2025-08-14,CUST-0266,Midwest,Web,Beauty,45.48,1,0.10,40.93,0,1
ORD-00981,2025-02-16,CUST-0450,Northeast,Web,Electronics,188.28,3,0.15,480.11,0,4
ORD-00982,2025-02-21,CUST-0659,West,Web,Home,68.07,2,0.00,136.14,0,3
ORD-00983,2025-04-12,CUST-0216,Northeast,Web,Apparel,65.58,1,0.00,65.58,0,3
ORD-00984,2025-02-19,CUST-0847,South,Mobile,Beauty,26.86,3,0.05,76.55,0,9
ORD-00985,2025-09-05,CUST-0610,Northeast,Mobile,Beauty,39.49,4,0.15,134.25,0,6
ORD-00986,2025-12-14,CUST-0895,South,Store,Electronics,154.54,3,0.30,324.53,0,2
ORD-00987,2025-04-09,CUST-0501,West,Web,Outdoors,88.74,2,0.00,177.48,0,5
ORD-00988,2025-12-24,CUST-0193,West,Web,Outdoors,83.46,1,0.05,79.29,0,5
ORD-00989,2025-10-19,CUST-0832,Midwest,Mobile,Electronics,187.18,1,0.10,168.46,0,7
ORD-00990,2025-05-19,CUST-0096,West,Web,Outdoors,114.61,1,0.20,91.69,0,4
ORD-00991,2025-05-14,CUST-0736,South,Mobile,Beauty,28.52,1,0.10,25.67,0,5
ORD-00992,2025-03-20,CUST-0060,West,Web,Outdoors,100.35,1,0.10,90.32,0,6
ORD-00993,2025-08-01,CUST-0169,West,Mobile,Apparel,53.10,4,0.00,212.41,0,3
ORD-00994,2025-08-28,CUST-0127,Northeast,Web,Electronics,157.94,1,0.10,142.15,0,6
ORD-00995,2025-07-06,CUST-0379,South,Store,Apparel,45.42,3,0.10,122.63,0,4
ORD-00996,2025-04-15,CUST-0505,South,Mobile,Home,45.11,2,0.05,85.71,0,1
ORD-00997,2025-10-20,CUST-0603,South,Web,Outdoors,102.74,2,0.30,143.84,0,3
ORD-00998,2025-11-23,CUST-0284,Northeast,Web,Apparel,71.34,1,0.15,60.64,0,6
ORD-00999,2025-08-29,CUST-0834,Northeast,Web,Outdoors,56.14,3,0.10,151.58,0,4
ORD-01000,2025-12-31,CUST-0708,West,Store,Electronics,114.21,1,0.00,114.21,0,1
ORD-01001,2025-12-26,CUST-0093,West,Mobile,Apparel,28.73,2,0.10,51.71,0,5
ORD-01002,2025-07-25,CUST-0697,West,Web,Outdoors,53.29,1,0.20,42.63,0,4
ORD-01003,2025-01-02,CUST-0188,South,Mobile,Outdoors,64.22,1,0.00,64.22,0,2
ORD-01004,2025-02-14,CUST-0209,Northeast,Web,Apparel,50.48,1,0.05,47.95,0,5
ORD-01005,2025-02-09,CUST-0382,Midwest,Web,Apparel,71.12,2,0.05,135.13,0,2
ORD-01006,2025-02-09,CUST-0155,Midwest,Web,Home,80.49,2,0.00,160.99,0,4
ORD-01007,2025-04-30,CUST-0295,West,Web,Beauty,33.99,1,0.05,32.29,1,4
ORD-01008,2025-10-29,CUST-0890,Northeast,Store,Electronics,178.99,2,0.00,357.98,0,1
ORD-01009,2025-06-25,CUST-0469,West,Web,Electronics,147.53,1,0.00,147.53,0,4
ORD-01010,2025-05-12,CUST-0465,Northeast,Store,Beauty,30.96,2,0.20,49.54,0,2
ORD-01011,2025-06-25,CUST-0350,South,Web,Home,84.01,4,0.00,336.02,0,7
ORD-01012,2025-04-18,CUST-0236,South,Web,Apparel,58.76,3,0.10,158.65,0,2
ORD-01013,2025-12-17,CUST-0223,Northeast,Mobile,Beauty,32.13,1,0.15,27.31,0,5
ORD-01014,2025-01-25,CUST-0071,West,Web,Outdoors,88.05,2,0.00,176.11,0,1
ORD-01015,2025-05-15,CUST-0710,West,Web,Beauty,20.73,5,0.10,93.30,0,3
ORD-01016,2025-02-07,CUST-0196,Midwest,Mobile,Beauty,35.84,2,0.00,71.68,0,8
ORD-01017,2025-05-19,CUST-0216,Midwest,Web,Beauty,32.60,2,0.10,58.68,0,5
ORD-01018,2025-04-22,CUST-0083,Northeast,Mobile,Apparel,35.66,1,0.10,32.09,1,3
ORD-01019,2025-11-07,CUST-0039,Midwest,Web,Outdoors,56.82,2,0.05,107.95,0,3
ORD-01020,2025-10-10,CUST-0889,South,Web,Home,55.90,1,0.15,47.52,0,4
ORD-01021,2025-10-26,CUST-0216,Midwest,Web,Home,33.35,3,0.20,80.05,1,5
ORD-01022,2025-10-06,CUST-0215,West,Store,Electronics,106.12,1,0.10,95.51,1,4
ORD-01023,2025-05-10,CUST-0751,Midwest,Store,Home,55.69,1,0.15,47.33,0,2
ORD-01024,2025-11-11,CUST-0446,South,Store,Home,21.30,2,0.10,38.33,0,4
ORD-01025,2025-12-25,CUST-0282,Midwest,Store,Outdoors,62.42,1,0.15,53.06,0,1
ORD-01026,2025-12-06,CUST-0584,Midwest,Web,Outdoors,100.86,1,0.15,85.73,0,4
ORD-01027,2025-12-17,CUST-0125,Midwest,Web,Home,54.95,1,0.15,46.71,0,2
ORD-01028,2025-11-24,CUST-0644,Midwest,Mobile,Electronics,178.18,5,0.00,890.92,0,3
ORD-01029,2025-08-16,CUST-0113,Northeast,Web,Home,28.33,1,0.10,25.49,0,6
ORD-01030,2025-01-22,CUST-0570,Midwest,Mobile,Beauty,26.86,1,0.00,26.86,1,3
ORD-01031,2025-03-15,CUST-0891,South,Web,Apparel,61.25,1,0.10,55.12,0,3
ORD-01032,2025-07-28,CUST-0332,Midwest,Mobile,Electronics,139.94,3,0.10,377.84,0,5
ORD-01033,2025-11-23,CUST-0498,Northeast,Web,Apparel,19.39,1,0.00,19.39,0,4
ORD-01034,2025-07-25,CUST-0856,West,Web,Electronics,109.59,1,0.10,98.63,0,4
ORD-01035,2025-07-30,CUST-0195,Northeast,Store,Outdoors,88.94,3,0.00,266.81,0,2
ORD-01036,2025-05-25,CUST-0649,South,Mobile,Beauty,52.12,2,0.05,99.03,0,3
ORD-01037,2025-05-12,CUST-0691,South,Store,Electronics,178.18,3,0.10,481.09,0,1
ORD-01038,2025-05-02,CUST-0523,West,Store,Outdoors,59.11,1,0.10,53.20,0,1
ORD-01039,2025-04-17,CUST-0484,Midwest,Store,Outdoors,77.31,4,0.10,278.32,0,6
ORD-01040,2025-11-03,CUST-0677,Northeast,Store,Apparel,41.88,1,0.15,35.60,0,1
ORD-01041,2025-11-01,CUST-0650,South,Mobile,Beauty,43.89,1,0.05,41.69,0,6
ORD-01042,2025-02-04,CUST-0734,West,Store,Apparel,37.64,1,0.10,33.88,0,5
ORD-01043,2025-07-21,CUST-0533,South,Store,Outdoors,82.64,1,0.00,82.64,0,4
ORD-01044,2025-11-10,CUST-0272,Midwest,Store,Apparel,30.42,1,0.10,27.38,0,3
ORD-01045,2025-09-04,CUST-0344,Midwest,Web,Beauty,32.17,4,0.00,128.69,0,5
ORD-01046,2025-01-25,CUST-0405,West,Web,Beauty,29.75,4,0.00,119.02,0,4
ORD-01047,2025-03-30,CUST-0574,West,Web,Electronics,127.61,2,0.10,229.70,0,5
ORD-01048,2025-07-10,CUST-0140,South,Mobile,Outdoors,62.80,1,0.10,56.52,0,4
ORD-01049,2025-01-14,CUST-0397,Midwest,Mobile,Outdoors,61.16,4,0.20,195.70,0,2
ORD-01050,2025-09-09,CUST-0428,Northeast,Mobile,Home,49.09,2,0.05,93.27,0,1
ORD-01051,2025-06-12,CUST-0183,West,Mobile,Apparel,31.83,1,0.05,30.24,0,6
ORD-01052,2025-07-01,CUST-0791,Midwest,Mobile,Outdoors,89.23,2,0.00,178.45,0,4
ORD-01053,2025-12-03,CUST-0259,Northeast,Web,Electronics,133.91,2,0.15,227.64,0,5
ORD-01054,2025-02-01,CUST-0887,Midwest,Store,Electronics,71.93,2,0.10,129.48,1,1
ORD-01055,2025-12-15,CUST-0012,South,Mobile,Home,78.65,4,0.10,283.15,0,5
ORD-01056,2025-11-28,CUST-0540,Northeast,Mobile,Beauty,22.82,2,0.20,36.51,1,3
ORD-01057,2025-02-22,CUST-0180,South,Mobile,Beauty,27.70,1,0.15,23.55,0,4
ORD-01058,2025-12-21,CUST-0124,Midwest,Mobile,Outdoors,89.15,1,0.00,89.15,0,5
ORD-01059,2025-04-09,CUST-0449,West,Mobile,Beauty,31.00,1,0.05,29.45,1,7
ORD-01060,2025-11-21,CUST-0316,Northeast,Web,Beauty,28.46,1,0.10,25.61,0,2
ORD-01061,2025-07-28,CUST-0567,Northeast,Web,Beauty,38.54,2,0.00,77.08,0,3
